"locationID","location_name","locLat","locLon","country"
l3397,Ochiltree,55.463,-4.36,GB
l3398,Oban High School,56.407,-5.468,GB
l3399,Oban,56.415,-5.471,GB
l34,"Yeovil, Somerset",50.942,-2.633,GB
l340,West Heslerton,54.172,-0.608,GB
l3400,"Oatlands, Glasgow",55.841,-4.252,GB
l3401,Oathlaw,56.697,-2.859,GB
l3402,Oamaru,-45.098,170.97,NZ
l3403,"Oakley, Hants.",51.251,-1.189,GB
l3404,Oakley,53.266,-2.879,GB
l3405,"Oakleigh, Victoria",-37.902,145.096,AU
l3406,"Oakland, California, USA",37.804,-122.271,US
l3407,Oakhills,51.469,-0.325,GB
l3408,"Oakham, Rutland",52.67,-0.727,GB
l3409,"Oakfield Park Baptist church, Bath",51.379,-2.38,GB
l341,West Hartlepool,54.692,-1.213,GB
l3410,"Oaken, Wolverhampton",52.622,-2.211,GB
l3411,"Oakely, Hampshire",51.251,-1.189,GB
l3412,O.P.  Church,54.699,-1.428,GB
l3413,Nydie,56.337,-2.901,GB
l3414,"now Montagu, Western Cape, South Africa",-33.775,20.122,ZA
l3415,Novar,56.107,-3.163,GB
l3416,"Nova Scotia, Canada",44.682,-63.744,CA
l3417,Nova Scotia,44.682,-63.744,CA
l3418,Nottinghamshire,53.1,-0.994,GB
l3419,Nottingham general infirmary,52.99,-1.154,GB
l342,"West Grinstead, Wiltshire",51.038,-1.702,GB
l3420,Nottingham General hospital,52.99,-1.154,GB
l3421,Nottingham General Hospital,52.99,-1.154,GB
l3422,Nottingham,52.955,-1.158,GB
l3423,Notting Hill,51.511,-0.205,GB
l3424,"Norwood, London",51.4,-0.076,GB
l3425,Norwood,51.633,-0.13,GB
l3426,"Norwich, Connecticut",41.524,-72.076,US
l3427,"Norwich City Asylum, Hellesdon",52.66,1.252,GB
l3428,Norwich,52.631,1.297,GB
l3429,"Norton, Suffolk",52.257,0.881,GB
l343,"West Green, Liff",56.484,-3.081,GB
l3430,"Northwich, Cheshire",53.259,-2.518,GB
l3431,"Northumberland St., Edinburgh",55.957,-3.199,GB
l3432,"Northumberland Square, North Shields",55.011,-1.445,GB
l3433,"Northumberland Square Presbyterian Church, North Shields",55.01,-1.445,GB
l3434,Northumberland County Council,55.153,-1.684,GB
l3435,Northumberland Asylums,55.178,-1.683,GB
l3436,Northumberland,55.208,-2.078,GB
l3437,Northleach,51.831,-1.837,GB
l3438,"Northiam, Sussex",50.995,0.6,GB
l3439,"Northfleet, Kent",51.441,0.337,GB
l344,"West End House, Hampstead",51.551,-0.192,GB
l3440,Northfleet Grammar School,51.429,0.341,GB
l3441,Northfleet,51.441,0.337,GB
l3442,Northesk Chapel of Ease,55.943,-3.057,GB
l3443,Northesk,56.83,-2.664,GB
l3444,Northern Ireland,54.788,-6.492,GB
l3445,"Northern hospital, Liverpool",53.487,-3.038,GB
l3446,Northchapel,51.057,-0.643,GB
l3447,"Northampton, Massachusetts, USA",42.325,-72.641,US
l3448,Northampton General Infirmary,52.236,-0.884,GB
l3449,Northampton County Infirmary,52.237,-0.896,GB
l345,"West End hospital for diseases of the nervous system, London",51.522,-0.122,GB
l3450,Northampton,52.24,-0.903,GB
l3451,Northam,51.04,-4.213,GB
l3452,Northallerton,54.338,-1.43,GB
l3453,North Yell,60.711,-1.014,GB
l3454,North Western Province,7.758,80.188,LK
l3455,North Western Manchester,53.481,-2.243,GB
l3456,North West Province,-26.664,25.284,ZA
l3457,North Warnborough,51.26,-0.953,GB
l3458,North Wales Counties lunatic asylum,53.114,-3.314,GB
l3459,north Wales Asylum,53.184,-3.425,GB
l346,"West End Academy, Dundee",56.469,-2.879,GB
l3460,North Uist,57.57,-7.281,GB
l3461,North Sunderland,55.576,-1.668,GB
l3462,"North Street, St Andrews",56.341,-2.796,GB
l3463,"North Street chapel, St Andrews",56.341,-2.791,GB
l3464,North Street,53.702,-2.284,GB
l3465,"North St., St Andrews",56.341,-2.796,GB
l3466,"North Somercotes, Grimsby",53.462,0.145,GB
l3467,"North Shore, Sydney",-33.83,151.208,AU
l3468,"North Shore, Sunderland, County Durham",54.79,-1.313,GB
l3469,"North Shore, Sunderland, Co. Durham",54.849,-1.422,GB
l347,"West End Academy, Aberdeen",57.118,-2.105,GB
l3470,north shore of Lake Erie,42.135,-80.085,US
l3471,North Shields,55.011,-1.449,GB
l3472,North Ronaldshay,59.372,-2.419,GB
l3473,North Riding,54.469,-1.179,GB
l3474,"North Port Seminary, Brechin",56.735,-2.66,GB
l3475,"North Parish, Paisley",55.849,-4.421,GB
l3476,"North Parish, Greenock",55.943,-4.818,GB
l3477,North of England,54.97,-1.601,GB
l3478,North Moreton,51.609,-1.197,GB
l3479,"North Molton, Devon",51.052,-3.805,GB
l348,West Dulwich,51.436,-0.092,GB
l3480,North Molton,51.052,-3.805,GB
l3481,"North Merchiston Chapel, Edinburgh",55.937,-3.223,GB
l3482,North Melbourne,-37.814,144.963,AU
l3483,North London hospital for diseases of the chest,51.532,-0.05,GB
l3484,North London Hospital for Consumption and Diseases of the Chest,51.489,-0.17,GB
l3485,North London consumption hospital,51.632,-0.118,GB
l3486,North London Consumption Hospital,51.632,-0.118,GB
l3487,North London,51.507,-0.128,GB
l3488,North Leith Free Church,55.97,-3.174,GB
l3489,North Knapdale,56.074,-5.542,GB
l349,West Drayton,51.503,-0.465,GB
l3490,"North Kensington, London",51.523,-0.222,GB
l3491,North Kensington,51.523,-0.222,GB
l3492,"North Indian school of medicine, Ludhiana",30.911,75.864,IN
l3493,North Frodingham,53.963,-0.323,GB
l3494,"North Fort Street, Leith",55.977,-3.186,GB
l3495,"North Fort Street School, Leith",55.977,-3.186,GB
l3496,"North Finchley, London",51.616,-0.173,GB
l3497,North Falfield,51.636,-2.46,GB
l3498,North Esk,56.83,-2.664,GB
l3499,North Eastern Circuit,54.686,-1.223,GB
l35,Yeovil,50.942,-2.633,GB
l350,"West Didsbury, Manchester",53.426,-2.248,GB
l3500,North Devon sanatorium,51.073,-3.892,GB
l3501,North Devon Infirmary,51.092,-4.05,GB
l3502,North Devon,51.073,-3.892,GB
l3503,"North Cove, Suffolk",52.449,1.627,GB
l3504,North Collingham,53.147,-0.76,GB
l3505,"North College Street church, Edinburgh",55.976,-3.183,GB
l3506,"North Church, Greenock",55.959,-4.781,GB
l3507,"North Church, Dumbarton",55.948,-4.56,GB
l3508,North Carolina,35.76,-79.019,US
l3509,North Bute,55.86,-5.085,GB
l351,West Cumberland Infirmary,54.53,-3.563,GB
l3510,North Briton,54.596,-1.563,GB
l3511,North British Review,55.939,-3.237,GB
l3512,"North British Insurance Office, Edinburgh",55.939,-3.237,GB
l3513,North Bristol,51.498,-2.592,GB
l3514,North Berwick,56.058,-2.72,GB
l3515,"North Bank, Cameron",56.287,-2.836,GB
l3516,North Ayrshire,55.642,-4.759,GB
l3517,North Anston,53.357,-1.213,GB
l3518,North America,54.526,-105.255,CA
l3519,Norrieston,56.174,-4.146,GB
l352,West Coast of Africa,-32.213,18.618,ZA
l3520,"Normanton, Yorkshire",53.701,-1.417,GB
l3521,"Normal School Castle Terrace, Edinburgh",55.948,-3.205,GB
l3522,Norham,55.718,-2.16,GB
l3523,Norfolk Island,-29.041,167.955,NF
l3524,Norfolk County Asylum,52.614,1.306,GB
l3525,Norfolk and Norwich hospital,52.618,1.221,GB
l3526,Norfolk,52.614,0.886,GB
l3527,Nordrach on Dee,57.061,-2.521,GB
l3528,Nitshill,55.812,-4.36,GB
l3529,Niton,50.588,-1.285,GB
l353,"West Clayton St., Newcastle",54.97,-1.62,GB
l3530,"Ningpo, China",29.868,121.544,CN
l3531,"Ningbo, China",29.868,121.544,CN
l3532,Nimes,43.837,4.36,FR
l3533,Nikolayev,46.975,31.995,UA
l3534,"Nigg, Kincardineshire",57.116,-2.091,GB
l3535,Nigg,57.718,-4.008,GB
l3536,Niger,17.608,8.082,NE
l3537,"Niddry Castle, Kirkliston",55.954,-3.451,GB
l3538,"Niddrie Street School, Edinburgh",55.935,-3.127,GB
l3539,Niddrie,55.936,-3.126,GB
l354,"West Church, Aberdeen",57.136,-2.123,GB
l3540,Nidd,54.034,-1.535,GB
l3541,"Nicolson Street U.F. Church, Edinburgh",55.945,-3.186,GB
l3542,Nicolson Street,55.945,-3.185,GB
l3543,"Nicolson St. U.F. Church, Edinburgh",55.973,-3.178,GB
l3544,Nichol,55.122,-3.349,GB
l3545,"Nice, France",43.71,7.262,FR
l3546,Nice,43.71,7.262,FR
l3547,Niagra Falls,43.083,-79.074,CA
l3548,"Niagara Falls, Ontario, Canada",43.09,-79.085,CA
l3549,Niagara,43.083,-79.074,CA
l355,"West Chillington, Sussex",50.956,-0.449,GB
l3550,"Newtyle, UK",56.562,-3.148,GB
l3551,Newtyle,56.562,-3.148,GB
l3552,"Newtown, Montgomery",52.563,-3.149,GB
l3553,"Newtown, Kirriemuir",56.675,-3.004,GB
l3554,"Newtown, Geelong",-38.15,144.333,AU
l3555,Newtown Cunningham,54.999,-7.513,IE
l3556,Newtown Barry Dispensary,52.65,-6.659,IE
l3557,Newtown,52.512,-3.313,GB
l3558,Newtonards,54.591,-5.693,GB
l3559,"Newton, Montgomeryshire",52.512,-3.313,GB
l356,"West Calder, Harwood",55.827,-3.578,GB
l3560,"Newton, Cupar",56.251,-3.176,GB
l3561,"Newton, Abercorn",55.985,-3.453,GB
l3562,Newton upon Ayr,55.474,-4.626,GB
l3563,Newton Stewart Academy,54.96,-4.49,GB
l3564,Newton on Ayr,55.474,-4.626,GB
l3565,Newton Bushell,50.533,-3.62,GB
l3566,Newton Bank,53.973,-2.152,GB
l3567,"Newton Abbot, Devon",50.529,-3.608,GB
l3568,Newton Abbot,50.529,-3.608,GB
l3569,Newton,55.819,-4.133,GB
l357,West Calder,55.852,-3.566,GB
l3570,Newstyle,53.361,-1.428,GB
l3571,Newry,54.175,-6.34,GB
l3572,Newquay,50.415,-5.074,GB
l3573,"Newport, UK",51.584,-2.998,GB
l3574,"Newport, Trinity",52.766,-2.378,GB
l3575,"Newport, St Fillans",56.055,-3.297,GB
l3576,"Newport, Pembrokeshire",52.016,-4.835,GB
l3577,"Newport, Monmouthshire",51.584,-2.998,GB
l3578,"Newport, Mon.",51.586,-2.994,GB
l3579,"Newport, Isle of Wight",50.701,-1.292,GB
l358,West Bromwich,52.509,-1.964,GB
l3580,Newport Public School,51.563,-0.004,GB
l3581,Newport Infirmary,51.486,-3.162,GB
l3582,Newport,51.584,-2.998,GB
l3583,"Newnham College, Cambridge",52.2,0.108,GB
l3584,"Newmilns, Ayrshire",55.608,-4.338,GB
l3585,Newmiln,55.608,-4.338,GB
l3586,Newmills,53.368,-2.005,GB
l3587,Newmill,53.579,-1.758,GB
l3588,"Newmarket, Ontario",44.059,-79.461,CA
l3589,"Newmarket, Canada",44.059,-79.461,CA
l359,West Brighton,40.627,-74.109,US
l3590,"Newmarket, Cambridgeshire",52.245,0.408,GB
l3591,Newmarket,52.245,0.408,GB
l3592,"Newman Street, London",51.517,-0.136,GB
l3593,"Newman St., St Marylebone",51.517,-0.136,GB
l3594,Newman St.,51.517,-0.136,GB
l3595,"Newlands, Peebles",55.653,-3.194,GB
l3596,"Newlands, Keswick",54.581,-3.182,GB
l3597,Newlands,55.815,-4.28,GB
l3598,"Newland, Gloucs.",51.781,-2.647,GB
l3599,"Newland, Gloucestershire",51.781,-2.647,GB
l36,"Yelverton, Plymouth",50.493,-4.086,GB
l360,"West Branch River-John, Nova Scotia",45.633,-63.033,CA
l3600,"Newland Church, Lincoln",53.23,-0.543,GB
l3601,"Newington, Kent",51.352,0.667,GB
l3602,Newington near Cupar,56.32,-3.01,GB
l3603,Newington,51.5,-0.103,GB
l3604,Newhaven,50.793,0.046,GB
l3605,Newharthill,55.815,-3.939,GB
l3606,Newfoundland,53.136,-57.66,CA
l3607,"Newfield, Caerlaverock",54.976,-3.484,GB
l3608,"Newent, Gloucestershire",51.929,-2.405,GB
l3609,"Newent,  Gloucs.",51.929,-2.405,GB
l361,"West Branch of East River, Pictou, Nova Scotia, Canada",45.633,-63.033,CA
l3610,Newent Court,51.459,-2.519,GB
l3611,"Newchurch in Rosendale, Lancashire",53.697,-2.255,GB
l3612,Newcastleton,55.179,-2.813,GB
l3613,Newcastle/ Sunderland,54.907,-1.384,GB
l3614,"Newcastle, New South Wales",-32.928,151.782,AU
l3615,"Newcastle, Natal",-27.714,29.997,ZA
l3616,"Newcastle, Loudon",54.971,-1.438,GB
l3617,Newcastle-Emlyn,52.037,-4.469,GB
l3618,Newcastle upon Tyne,54.978,-1.618,GB
l3619,Newcastle under Lyne,53.013,-2.227,GB
l362,"West Branch of East River, Pictou, N.S.",45.633,-63.033,CA
l3620,Newcastle under Lyme,53.013,-2.227,GB
l3621,Newcastle School of Medicine,54.981,-1.621,GB
l3622,Newcastle School of medicine,54.981,-1.621,GB
l3623,Newcastle School,53.01,-2.217,GB
l3624,Newcastle on Tyne,54.978,-1.618,GB
l3625,Newcastle Journal,54.971,-1.613,GB
l3626,"Newcastle Ear, Nose and Throat hospital",55.003,-1.593,GB
l3627,Newcastle Dispensary,54.972,-1.619,GB
l3628,Newcastle dispensary,54.972,-1.619,GB
l3629,Newcastle College of Medicine,54.981,-1.621,GB
l363,"West Bengal, India",22.987,87.855,IN
l3630,Newcastle College,54.967,-1.628,GB
l3631,Newcastle (Booth Lane),54.978,-1.618,GB
l3632,Newcastle,54.978,-1.618,GB
l3633,"Newbury, Berkshire",51.401,-1.323,GB
l3634,Newbury,51.401,-1.323,GB
l3635,Newburn/Kilconquhar,54.984,-1.743,GB
l3636,"Newburn, UK",54.984,-1.743,GB
l3637,Newburn,54.984,-1.743,GB
l3638,Newburgh Town Council,37.945,-87.406,US
l3639,Newburgh Congregational Church,56.351,-3.231,GB
l364,West Ayton,54.256,-0.491,GB
l3640,Newburgh,56.351,-3.241,GB
l3641,Newbold on Avon,52.391,-1.285,GB
l3642,Newbigging,56.515,-2.816,GB
l3643,Newbattle,55.88,-3.074,GB
l3644,"Newark, UK",53.07,-0.807,GB
l3645,Newark hospital and dispensary,53.068,-0.806,GB
l3646,Newark,53.07,-0.807,GB
l3647,New Zealand Survey Office,-39.076,174.031,NZ
l3648,New Zealand,-40.901,174.886,NZ
l3649,"New York, USA",40.713,-74.006,US
l365,"West Auckland, County Durham",54.631,-1.725,GB
l3650,New York World,40.713,-74.006,US
l3651,New York linen firm,40.746,-73.986,US
l3652,New York frontier,40.749,-73.976,US
l3653,New York Cottage,40.792,-73.973,US
l3654,"New York , USA",40.713,-74.006,US
l3655,New York,40.713,-74.006,US
l3656,"New Wortley, Leeds",53.791,-1.606,GB
l3657,"New Water Haugh, Berwick",55.77,-2.005,GB
l3658,"New Wandsworth, Surrey",51.458,-0.206,GB
l3659,New Vienna Conservatory,48.202,16.385,AT
l366,"West Auckland, Co. Durham",54.631,-1.725,GB
l3660,New Tredegar,51.722,-3.24,GB
l3661,New Swindon,51.557,-1.758,GB
l3662,New Spynie,57.66,-3.371,GB
l3663,"New South Wales, Australia",-31.253,146.921,AU
l3664,New South Wales Medical Board,-33.841,151.129,AU
l3665,New South Wales,-31.253,146.921,AU
l3666,New Scone,56.419,-3.402,GB
l3667,"New School, Ratho",55.922,-3.384,GB
l3668,"New School, Burntisland",56.065,-3.23,GB
l3669,New Review,51.513,-0.133,GB
l367,"West Allington, Bridport",50.734,-2.767,GB
l3670,"New Presbyterian Congregation, Southport",53.65,-3.002,GB
l3671,New Pitsligo,57.592,-2.199,GB
l3672,"New Picture House, St Andrews",56.342,-2.798,GB
l3673,New Park,55.96,-3.17,GB
l3674,New Orleans,29.951,-90.072,US
l3675,New Monkland,55.887,-3.994,GB
l3676,New Mills,53.368,-2.005,GB
l3677,"New Malton, Yorkshire",54.135,-0.8,GB
l3678,New Machar U.F. Church,57.265,-2.188,GB
l3679,New Machar,57.266,-2.19,GB
l368,West Allington,50.734,-2.767,GB
l3680,New Luce,54.943,-4.851,GB
l3681,"New Levanon, Columbia County, New York, USA",42.464,-73.397,US
l3682,"New Levanon, Columbia County",42.464,-73.397,US
l3683,New Leeds,57.583,-2.005,GB
l3684,New Lanark,55.664,-3.782,GB
l3685,"New Kilpatrick, Dumbarton",55.945,-4.565,GB
l3686,New Kilpatrick,55.921,-4.333,GB
l3687,New Jerusalem Church,52.498,-1.883,GB
l3688,New Jersey,40.058,-74.406,US
l3689,"New hospital for women, London",51.525,-0.136,GB
l369,West African Royal Mail Service,51.521,-0.141,GB
l3690,New Hebrides,58.225,-6.403,GB
l3691,New Haven,41.308,-72.928,US
l3692,New Hampton,43.624,-71.63,US
l3693,New Guinea,-5.012,141.347,ID
l3694,New Greyfriars,57.648,-3.313,GB
l3695,New Grenada,53.282,-6.171,IE
l3696,"New Glasgow, Canada",45.587,-62.645,CA
l3697,New Galloway ,55.076,-4.141,GB
l3698,New Galloway,55.076,-4.141,GB
l3699,New Forrest,50.876,-1.633,GB
l37,Yealand Conyers,54.167,-2.761,GB
l370,"Wesleyan College, Leeds",53.801,-1.549,GB
l3700,"New Ferry, Cheshire",53.361,-2.998,GB
l3701,"New Delhi, India",28.614,77.209,IN
l3702,New Deer,57.512,-2.19,GB
l3703,New Cumnock,55.391,-4.187,GB
l3704,"New Cross, Kent",51.275,1.075,GB
l3705,New Cross,52.6,-2.095,GB
l3706,"New College, London",51.519,-0.131,GB
l3707,"New College, Hampstead, London",51.545,-0.177,GB
l3708,"New College, Edinburgh",55.949,-3.195,GB
l3709,New College Edinburgh,55.949,-3.195,GB
l371,"Wesleyan Church, Halifax",53.769,-1.789,GB
l3710,New College,55.784,-3.966,GB
l3711,"New City Road Congregational Church, Glasgow",55.822,-4.261,GB
l3712,"New Chapel, Stewarton",55.68,-4.514,GB
l3713,"New Carnbroe, Lanarkshire",55.838,-4.009,GB
l3714,New Calabar,4.95,8.318,NG
l3715,New Byth,57.579,-2.299,GB
l3716,New Brunswick,46.565,-66.462,CA
l3717,"New Brighton, Cheshire",53.435,-3.051,GB
l3718,New Brentford,51.473,-0.376,GB
l3719,"New Bond Street, London",51.55,0.004,GB
l372,"Weobley, Herefordshire",52.159,-2.872,GB
l3720,"New Bond St., London",51.55,0.004,GB
l3721,New Barnet,51.649,-0.176,GB
l3722,"New Annan, Nova Scotia",45.599,-63.332,CA
l3723,New Aberdour,57.66,-2.195,GB
l3724,"New Abbey, Dumfriesshire",54.98,-3.624,GB
l3725,New Abbey,54.98,-3.624,GB
l3726,Nevis,17.155,-62.58,KN
l3727,"Neville Hall, Newcastle upon Tyne",54.969,-1.614,GB
l3728,Nevern,52.023,-4.796,GB
l3729,Neuchatel,46.99,6.929,CH
l373,Wentworth,51.399,-0.59,GB
l3730,"Neuadd, Lampeter",52.113,-4.079,GB
l3731,Netley Abbey,50.876,-1.352,GB
l3732,Netley,50.876,-1.352,GB
l3733,"Netherton, Bridge of Cally",56.653,-3.398,GB
l3734,Netherlands Reformed Community in London,51.516,-0.086,GB
l3735,"Nether Urquhart, Strathmiglo",56.278,-3.268,GB
l3736,Nether Urqhuart,56.263,-3.316,GB
l3737,Nether Stowey,51.152,-3.154,GB
l3738,Nether Logie,56.607,-3.104,GB
l3739,Neston,53.291,-3.069,GB
l374,"Wendover, Bucks.",51.762,-0.74,GB
l3740,Nesting,60.272,-1.171,GB
l3741,"Neranderra, New South Wales",-34.738,146.558,AU
l3742,"Neranderra, N.S.W.",-34.738,146.558,AU
l3743,Nenthorn,55.63,-2.506,GB
l3744,"Nelson, New Zealand",-41.271,173.284,NZ
l3745,Nelson High School,43.358,-79.766,CA
l3746,Nelson,53.835,-2.219,GB
l3747,Neilston,55.785,-4.425,GB
l3748,"Needham Market, Suffolk",52.156,1.05,GB
l3749,"Neath, Glamorganshire",51.614,-3.949,GB
l375,"Wendover, Buckinghamshire",51.762,-0.74,GB
l3750,Neath,51.657,-3.805,GB
l3751,Near and Middle East,29.299,42.551,SA
l3752,Navy Pay Office,18.929,72.834,IN
l3753,"Navy hospital, Halifax",44.649,-63.575,CA
l3754,"Navestock, Essex",51.652,0.224,GB
l3755,"Navent, Gloucestershire",51.864,-2.238,GB
l3756,Navar,54.467,-7.906,GB
l3757,Naval officer,51.514,-0.185,GB
l3758,"Naval Medical Establishment, Malta",35.937,14.375,MT
l3759,"Naval Hospital, Mole, St Domingo",18.486,-69.931,DO
l376,Wendover,51.762,-0.74,GB
l3760,"Naval Hospital, Malta",35.892,14.525,MT
l3761,"Naval Hospital at Port Royal, Jamaica",17.938,-76.843,JM
l3762,"Natural History Museum, Leyden",52.165,4.475,NL
l3763,National Union of Teachers,53.802,-1.544,GB
l3764,National Union of Elementary Teachers,52.63,-1.132,GB
l3765,"National Security savings bank, St Andrews",56.339,-2.795,GB
l3766,"National School, Perth",56.39,-3.459,GB
l3767,National Observer,55.86,-4.26,GB
l3768,"National Insurance, Scotland",55.86,-4.262,GB
l3769,"National Botanic Gardens, Glasnevin",53.373,-6.272,IE
l377,Wemyss Castle,56.162,-3.058,GB
l3770,National Bible Society of Scotland,55.945,-3.229,GB
l3771,National Bible Society for Scotland,55.945,-3.229,GB
l3772,"National Bank of Scotland, Dundee",56.462,-2.991,GB
l3773,National Bank of Scotland,55.949,-3.193,GB
l3774,National Bank,47.264,11.398,AT
l3775,"Natal, South Africa",-28.531,30.896,ZA
l3776,"Natal, Brasil",-5.779,-35.201,BR
l3777,Natal,51.611,-0.124,GB
l3778,Nassau,25.048,-77.355,BS
l3779,"Narsinghpur, India",22.947,79.194,IN
l378,Wemyss Bay North,55.891,-4.89,GB
l3780,"Nareeb Nareeb, Victoria",-37.824,142.54,AU
l3781,"Naples, Italy",40.852,14.268,IT
l3782,Naples,40.852,14.268,IT
l3783,Napier,55.933,-3.214,GB
l3784,Nairnshire,57.577,-3.89,GB
l3785,"Nairn, Rosebank",57.584,-3.873,GB
l3786,Nairn presbytery,57.586,-3.868,GB
l3787,Nairn Free Church,57.586,-3.868,GB
l3788,Nairn,57.586,-3.868,GB
l3789,Nainital,29.38,79.464,IN
l379,Wemyss Bay,55.891,-4.89,GB
l3790,"Naini Tal, Bengal",29.391,79.457,IN
l3791,Naini Tal,29.38,79.464,IN
l3792,"Nagpur, India",21.146,79.088,IN
l3793,Nagpur,21.146,79.088,IN
l3794,"Nagercoil, S. Travancore",8.245,77.337,IN
l3795,Nagercoil,8.183,77.412,IN
l3796,"Nagasaki, Japan",32.75,129.878,JP
l3797,Nagasaki,32.75,129.878,JP
l3798,"Nafferton, Yorkshire",54.019,-0.39,GB
l3799,N.Z.,-40.901,174.886,NZ
l38,Yeadon,53.865,-1.684,GB
l380,Wemyss,56.478,-3.058,GB
l3800,N.W. Manchester,53.481,-2.243,GB
l3801,N.S.W.,-31.253,146.921,AU
l3802,"Mythe, Gloucester",52.001,-2.16,GB
l3803,"Myross Bush, New Zealand",-46.377,168.416,NZ
l3804,Muthill,56.331,-3.833,GB
l3805,Muswellbrook,-32.285,150.905,AU
l3806,Musselburgh Academy,55.939,-3.051,GB
l3807,Musselburgh,55.942,-3.054,GB
l3808,"Musquodoboit, Nova Scotia",44.787,-63.148,CA
l3809,"Musquedaboit, Nova Scotia",44.787,-63.148,CA
l381,"Wem, Shropshire",52.854,-2.727,GB
l3810,"Museum of the Royal college of Surgeons, Edinburgh",55.947,-3.185,GB
l3811,museum of the Manchester Natural History Society,53.466,-2.234,GB
l3812,"museum of Royal College of Surgeons, Edinburgh",55.947,-3.185,GB
l3813,"Murton, County Durham",54.815,-1.387,GB
l3814,"Murton, Co. Durham",54.815,-1.387,GB
l3815,Murthly Institution,56.416,-3.475,GB
l3816,Murrurundi,-31.764,150.833,AU
l3817,Murroes,56.504,-2.87,GB
l3818,"Murree, Pakistan",33.907,73.394,PK
l3819,Murree,33.907,73.394,PK
l382,Welton,53.308,-0.479,GB
l3820,"Murrayfield, Edinburgh",55.942,-3.241,GB
l3821,"Murray’s Asylum, Perth",56.401,-3.414,GB
l3822,"Murray, Beith and Murray, Edinburgh",55.952,-3.209,GB
l3823,"Murray Royal Infirmary, Perth",56.401,-3.414,GB
l3824,"Murray House, North Berwick",56.342,-2.798,GB
l3825,"Murnbane, Little Dunkeld",56.561,-3.585,GB
l3826,Munich University,48.151,11.58,DE
l3827,Munich,48.135,11.582,DE
l3828,"Mumbai, India",19.076,72.878,IN
l3829,Mumbai,19.076,72.878,IN
l383,"Welshpool, Garthmyl, Montgomeryshire",52.66,-3.146,GB
l3830,"Multan, Pakistan",30.157,71.525,PK
l3831,Mulmur,44.17,-80.039,CA
l3832,Mull presbytery,56.31,-6.2,GB
l3833,Mull,56.439,-6.001,GB
l3834,"Mulben Mains, Mulben, Keith, Moray AB55 6YH, Scotland",57.546,-3.084,GB
l3835,"Muirtown, Cromarty",57.48,-4.235,GB
l3836,"Muirton, Laurencekirk",56.41,-3.448,GB
l3837,"Muirland School, Brechin",56.733,-2.655,GB
l3838,Muirkirk,55.523,-4.066,GB
l3839,"Muirhouse, Edinburgh",55.975,-3.254,GB
l384,"Wells, Somerset",51.209,-2.645,GB
l3840,Muirhead of Liff,56.497,-3.068,GB
l3841,"Muiravonside, Stirlingshire",55.961,-3.658,GB
l3842,Muiravonside,55.961,-3.658,GB
l3843,Mudgee,-32.614,149.573,AU
l3844,Muckhart,56.188,-3.613,GB
l3845,Muckairn,56.473,-5.261,GB
l3846,"Much Hadham, Herts.",51.856,0.072,GB
l3847,Much Hadham Hertfordshire,51.856,0.072,GB
l3848,"Mrs Saxon’s, Old Assembly Close, Edinburgh",55.949,-3.189,GB
l3849,Mr Sivewright’s school in Dundee,56.473,-2.922,GB
l385,"Wells, Norfolk",52.958,0.847,GB
l3850,Moyness,56.473,-2.89,GB
l3851,"Moylough, Ireland",53.488,-8.566,IE
l3852,Moylough,53.488,-8.566,IE
l3853,"Moyglare, County Antrim",53.399,-6.625,IE
l3854,"Moyglare, Co. Antrim",53.399,-6.625,IE
l3855,Moy,54.447,-6.691,GB
l3856,"Moville, County Donegal",55.189,-7.04,IE
l3857,"Moville, Co. Donegal",55.189,-7.04,IE
l3858,Mouswald,55.04,-3.464,GB
l3859,Mountville,40.039,-76.431,US
l386,Wells and Somerset,51.209,-2.645,GB
l3860,Mountquhanie,56.387,-2.994,GB
l3861,Mountgerald,57.621,-4.401,GB
l3862,"Mount Pleasant, Ontario",44.243,-77.031,CA
l3863,Mount Melville,56.317,-2.834,GB
l3864,"Mount Hope, Westmoreland, Pennsylvania",40.222,-76.422,US
l3865,"Mount Hope, Westmoreland, Penn.",40.222,-76.422,US
l3866,"Mount Hamilton, Ayr",55.459,-4.629,GB
l3867,Mount Forest,43.981,-80.736,CA
l3868,"Moulin, UK",56.712,-3.721,GB
l3869,Moulin,56.713,-3.727,GB
l387,Wells,51.209,-2.645,GB
l3870,Motherwell,55.783,-3.981,GB
l3871,"Mostyn House school, Parkgate, Cheshire",53.297,-3.084,GB
l3872,"Mossvale U.P., Paisley",55.853,-4.431,GB
l3873,"Mossman, Sydney, New South Wales",-33.829,151.244,AU
l3874,"Mossgreen, Fife",56.085,-3.364,GB
l3875,"Mossgreen, Dunfermline",56.084,-3.369,GB
l3876,"Mosley Street, Manchester",53.48,-2.241,GB
l3877,"Moseley, Manchester",53.443,-2.2,GB
l3878,Moseley,52.446,-1.884,GB
l3879,Moscow,55.756,37.617,RU
l388,"Wellington, Somerset",50.979,-3.224,GB
l3880,Morvich,57.235,-5.381,GB
l3881,Morvern,56.542,-5.802,GB
l3882,Morven,57.123,-3.031,GB
l3883,"Morton, Dumfries",55.069,-3.579,GB
l3884,Morton by Thornhill,55.274,-3.748,GB
l3885,Morton,54.519,-1.503,GB
l3886,"Mortlake, Surrey",51.468,-0.267,GB
l3887,Mortlake,51.468,-0.267,GB
l3888,Mortlach,57.443,-3.123,GB
